id,buggy-org,buggy,fixed-org,fixed,check1,check2
29329,"public boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 < ( y ) ) && ( VAR_1 > ( ( y ) + ( VAR_2 ) ) ) ; } 
","public boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 < ( y ) ) && ( VAR_1 > ( ( y ) + ( VAR_2 ) ) ) ; } 
","public boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 < ( y ) ) && ( VAR_1 > ( ( y ) + ( height ) ) ) ; } 
","public boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 < ( y ) ) && ( VAR_1 > ( ( y ) + ( VAR_2 ) ) ) ; } 
",-2,-2
39635,"public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 < TYPE_2 > response = new TYPE_1 < TYPE_2 > ( VAR_1 , VAR_3 ) ; return response ; } 
","public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 < TYPE_2 > response = new TYPE_1 < TYPE_2 > ( VAR_1 , VAR_3 ) ; return VAR_2 ; } 
","public TYPE_2 METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; return VAR_2 ; } 
","public TYPE_2 METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; return VAR_2 ; } 
",-2,-2
14679,"protected android.content.Context getContext ( ) { return VAR_1 ; } 
","protected android.content.Context getContext ( ) { return VAR_1 ; } 
","protected android.content.Context getContext ( ) { return context ; } 
","protected android.content.Context getContext ( ) { return VAR_1 ; } 
",-2,-2
207,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 ) ; METHOD_3 ( METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 ) ; METHOD_3 ( METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 ) ; remove ( METHOD_4 ( ) ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 ) ; METHOD_3 ( METHOD_4 ( ) ) ; } 
",-2,-2
19126,"public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; TYPE_2 . METHOD_4 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; TYPE_2 . METHOD_4 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; TYPE_2 . assertNotNull ( VAR_1 ) ; TYPE_2 . assertTrue ( VAR_1 . isEmpty ( ) ) ; } 
","public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; TYPE_2 . METHOD_4 ( VAR_1 ) ; TYPE_2 . assertTrue ( VAR_1 . isEmpty ( ) ) ; } 
",-2,-2
39628,"java.util.List < TYPE_1 > METHOD_1 ( int VAR_1 , int VAR_2 , TYPE_2 VAR_3 ) ; 
","java.util.List < TYPE_1 > METHOD_1 ( int VAR_1 , int VAR_2 , TYPE_2 VAR_3 ) ; 
","java.util.List < TYPE_1 > METHOD_1 ( int first , int count , TYPE_2 VAR_3 ) ; 
","java.util.List < TYPE_1 > METHOD_1 ( int VAR_1 , int VAR_2 , TYPE_2 VAR_3 ) ; 
",-2,-2
41724,"public void METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) == 0 ) { METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; assertEquals ( 0 , VAR_2 . size ( ) ) ; } else { fail ( STRING_1 ) ; } } 
","public void METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) == 0 ) { METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; assertEquals ( 0 , VAR_2 . size ( ) ) ; } else { fail ( STRING_1 ) ; } } 
","public void METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) == 0 ) { assertTrue ( VAR_2 . METHOD_4 ( ) ) ; assertEquals ( 0 , VAR_2 . size ( ) ) ; } else { fail ( STRING_1 ) ; } } 
","public void METHOD_1 ( ) { if ( ( VAR_1 . METHOD_2 ( ) ) == 0 ) { METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; assertEquals ( 0 , VAR_2 . size ( ) ) ; } else { fail ( STRING_1 ) ; } } 
",-2,-2
35405,"private void METHOD_1 ( ) { for ( final TYPE_1 VAR_1 : VAR_2 ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( final TYPE_2 VAR_3 ) { TYPE_3 . METHOD_3 ( VAR_3 ) ; } } } 
","private void METHOD_1 ( ) { for ( final TYPE_1 VAR_1 : VAR_2 ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( final TYPE_2 VAR_3 ) { TYPE_3 . METHOD_3 ( VAR_3 ) ; } } } 
","private void METHOD_1 ( ) { for ( final TYPE_1 VAR_1 : VAR_2 ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( final TYPE_2 VAR_3 ) { TYPE_3 . error ( VAR_3 ) ; } } } 
","private void METHOD_1 ( ) { for ( final TYPE_1 VAR_1 : VAR_2 ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( final TYPE_2 VAR_3 ) { TYPE_3 . METHOD_3 ( VAR_3 ) ; } } } 
",-2,-2
38877,"public final double METHOD_1 ( final double min , final double VAR_1 ) { final double VAR_2 = VAR_1 - min ; return ( VAR_2 * ( TYPE_1 . METHOD_1 ( ) ) ) + min ; } 
","public final double METHOD_1 ( final double min , final double VAR_1 ) { final double VAR_2 = VAR_1 - min ; return ( VAR_2 * ( TYPE_1 . METHOD_1 ( ) ) ) + min ; } 
","public final double METHOD_1 ( final double min , final double VAR_1 ) { final double VAR_2 = VAR_1 - min ; return ( VAR_2 * ( java.lang.Math.random ( ) ) ) + min ; } 
","public final double METHOD_1 ( final double min , final double VAR_1 ) { final double VAR_2 = VAR_1 - min ; return ( VAR_2 * ( java.lang.Math.METHOD_1 ( ) ) ) + min ; } 
",-2,-2
12994,"public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( id ) ; } 
","public TYPE_1 < byte [ ] > METHOD_1 ( java.lang.Boolean VAR_1 ) { return METHOD_2 ( VAR_2 ) ; } 
",-2,-2
8655,"private char METHOD_1 ( int offset ) { return ( VAR_1 ) != null ? VAR_1 [ offset ] : buffer . METHOD_1 ( VAR_2 ) ; } 
","private char METHOD_1 ( int offset ) { return ( VAR_1 ) != null ? VAR_1 [ offset ] : buffer . METHOD_1 ( VAR_2 ) ; } 
","private char METHOD_1 ( int offset ) { return ( VAR_1 ) != null ? VAR_1 [ offset ] : buffer . METHOD_1 ( offset ) ; } 
","private char METHOD_1 ( int offset ) { return ( VAR_1 ) != null ? VAR_1 [ offset ] : buffer . METHOD_1 ( VAR_2 ) ; } 
",-2,-2
42986,"public void METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) { METHOD_2 ( ) ; } else { VAR_2 . set ( false ) ; } } 
","public void METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) { METHOD_2 ( ) ; } else { VAR_2 . set ( false ) ; } } 
","public void METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) { new java.lang.Thread ( this ) . start ( ) ; } else { VAR_2 . set ( false ) ; } } 
","public void METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) { new java.lang.Thread ( this ) . METHOD_2 ( ) ; } else { VAR_2 . set ( false ) ; } } 
",-2,-2
14747,"java.util.List < TYPE_1 > METHOD_1 ( ) ; 
","java.util.List < TYPE_1 > METHOD_1 ( ) ; 
","TYPE_1 get ( int index ) ; 
","TYPE_1 METHOD_1 ( int index ) ; 
",-2,-2
32408,"public void METHOD_1 ( int VAR_1 ) { METHOD_2 ( METHOD_3 ( ) . getColor ( VAR_1 ) ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; } 
","public void METHOD_1 ( int VAR_1 ) { METHOD_2 ( METHOD_3 ( ) . METHOD_2 ( VAR_1 ) ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; } 
","public void METHOD_1 ( int VAR_1 ) { METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; } 
","public void METHOD_1 ( int VAR_1 ) { METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; } 
",-2,-2
18816,"public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = ( ( TYPE_2 ) ( VAR_1 . METHOD_2 ( ) ) ) ; return VAR_2 . METHOD_3 ( ) ; } 
","public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = ( ( TYPE_2 ) ( VAR_1 . METHOD_2 ( ) ) ) ; return VAR_2 . METHOD_3 ( ) ; } 
","public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . METHOD_2 ( ) . toString ( ) ; } 
","public static java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . METHOD_2 ( ) . METHOD_3 ( ) ; } 
",-2,-2
14803,"TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 ) ; return VAR_1 ; } 
","TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 ) ; return VAR_1 ; } 
","TYPE_1 METHOD_1 ( java.lang.String index ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( index ) ; return VAR_1 ; } 
","TYPE_1 METHOD_1 ( java.lang.String index ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( STRING_1 ) ; return VAR_1 ; } 
",-2,-2
5830,"public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { this . VAR_1 = VAR_1 ; for ( TYPE_1 VAR_2 : this . VAR_1 ) { TYPE_2 t = VAR_2 . getType ( ) ; t . METHOD_2 ( VAR_2 ) ; } } 
","public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { this . VAR_1 = VAR_1 ; for ( TYPE_1 VAR_2 : this . VAR_1 ) { TYPE_2 t = VAR_2 . getType ( ) ; t . METHOD_2 ( VAR_2 ) ; } } 
","public void init ( ) { for ( TYPE_1 VAR_2 : this . VAR_1 ) { TYPE_2 t = VAR_2 . getType ( ) ; t . METHOD_2 ( VAR_2 ) ; } } 
","public void METHOD_1 ( ) { for ( TYPE_1 VAR_2 : this . VAR_1 ) { TYPE_2 t = VAR_2 . getType ( ) ; t . METHOD_2 ( VAR_2 ) ; } } 
",-2,-2
26151,"public boolean METHOD_1 ( final int index , final java.util.Collection < ? extends TYPE_1 > c ) { return false ; } 
","public boolean METHOD_1 ( final int index , final java.util.Collection < ? extends TYPE_1 > c ) { return false ; } 
","public boolean isEmpty ( ) { return false ; } 
","public boolean METHOD_1 ( ) { return false ; } 
",-2,-2
36897,"public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; try { VAR_1 . METHOD_1 ( ) ; } catch ( java.lang.Exception VAR_2 ) { VAR_3 . METHOD_2 ( VAR_2 ) ; } } 
","public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; try { VAR_1 . METHOD_1 ( ) ; } catch ( java.lang.Exception VAR_2 ) { VAR_3 . METHOD_2 ( VAR_2 ) ; } } 
","public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; try { VAR_1 . METHOD_1 ( ) ; } catch ( java.lang.Exception VAR_2 ) { java.lang.System.out.println ( VAR_2 ) ; } } 
","public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; try { VAR_1 . METHOD_1 ( ) ; } catch ( java.lang.Exception VAR_2 ) { java.lang.System.out.METHOD_2 ( VAR_2 ) ; } } 
",-2,-2
24710,"public boolean METHOD_1 ( java.lang.String name , java.lang.String VAR_1 , java.lang.String VAR_2 ) { return VAR_3 . METHOD_1 ( name , VAR_1 , VAR_2 ) ; } 
","public boolean METHOD_1 ( java.lang.String name , java.lang.String VAR_1 , java.lang.String VAR_2 ) { return VAR_3 . METHOD_1 ( VAR_1 , VAR_1 , VAR_2 ) ; } 
","public boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.String name ) { return VAR_3 . METHOD_1 ( VAR_1 , VAR_2 , name ) ; } 
","public boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.String name ) { return VAR_3 . METHOD_1 ( VAR_1 , VAR_2 , VAR_2 ) ; } 
",-2,-2
43740,"protected void METHOD_1 ( int VAR_1 , int VAR_2 , int value ) { VAR_3 [ ( VAR_1 - 1 ) ] [ ( VAR_2 - 1 ) ] = value ; } 
","protected void METHOD_1 ( int VAR_1 , int VAR_2 , int value ) { VAR_3 [ ( VAR_1 - 1 ) ] [ ( VAR_2 - 1 ) ] = value ; } 
","protected void METHOD_1 ( int x , int y , int value ) { VAR_3 [ ( x - 1 ) ] [ ( y - 1 ) ] = value ; } 
","protected void METHOD_1 ( int VAR_1 , int VAR_2 , int value ) { VAR_3 [ ( VAR_1 - 1 ) ] VAR_2 ( y - 1 ) ] = value ; } 
",-2,-2
29922,"public static java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_1 ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } 
","public static java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_1 ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } 
","public static java.lang.String METHOD_1 ( java.lang.String filePath ) { return TYPE_1 . METHOD_1 ( TYPE_1 . METHOD_2 ( filePath ) ) ; } 
","public static java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_1 ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; } 
",-2,-2
27593,"public static < TYPE_1 > void METHOD_1 ( TYPE_1 [ ] [ ] array ) { java.lang.System.out.println ( TYPE_2 . toString ( array ) ) ; } 
","public static < TYPE_1 > void METHOD_1 ( TYPE_1 [ ] [ ] array ) { java.lang.System.out.println ( TYPE_2 . toString ( array ) ) ; } 
","public static < TYPE_1 > java.lang.String toString ( TYPE_1 [ ] [ ] array ) { return TYPE_2 . toString ( array , null ) ; } 
","public static < TYPE_1 > java.lang.String METHOD_1 ( TYPE_1 [ ] [ ] array ) { return TYPE_2 . toString ( array , null ) ; } 
",-2,-2
4928,"public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] args , TYPE_2 VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_4 , VAR_1 , TYPE_3 . METHOD_3 ( args ) ) ; } 
","public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] args , TYPE_2 VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_4 , VAR_1 , TYPE_3 . METHOD_3 ( args ) ) ; } 
","public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] args , TYPE_2 VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_4 , VAR_1 , java.util.Arrays.asList ( args ) ) ; } 
","public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] args , TYPE_2 VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_4 , VAR_1 , java.util.Arrays.METHOD_3 ( args ) ) ; } 
",-1,-1
38495,"public void METHOD_1 ( byte data ) { try { VAR_1 . METHOD_2 ( data ) ; } catch ( java.io.IOException VAR_2 ) { VAR_2 . METHOD_3 ( ) ; } } 
","public void METHOD_1 ( byte data ) { try { VAR_1 . METHOD_2 ( data ) ; } catch ( java.io.IOException VAR_2 ) { VAR_2 . METHOD_3 ( ) ; } } 
","public void METHOD_1 ( byte data ) { try { VAR_1 . METHOD_2 ( data ) ; } catch ( java.io.IOException VAR_2 ) { java.lang.System.out.println ( VAR_2 . toString ( ) ) ; } } 
","public void METHOD_1 ( byte data ) { try { VAR_1 . METHOD_2 ( data ) ; } catch ( java.io.IOException VAR_2 ) { java.lang.System.out.println ( VAR_2 . METHOD_3 ( ) ) ; } } 
",-2,-2
13280,"public boolean METHOD_1 ( java.lang.Class VAR_1 ) { if ( VAR_1 == null ) return false ; return VAR_1 . getClass ( ) . METHOD_2 ( type ) ; } 
","public boolean METHOD_1 ( java.lang.Class VAR_1 ) { if ( VAR_1 == null ) return false ; return VAR_1 . getClass ( ) . METHOD_2 ( VAR_1 ) ; } 
","public boolean METHOD_1 ( java.lang.Class VAR_1 ) { if ( VAR_1 == null ) return false ; return type . METHOD_2 ( VAR_1 ) ; } 
","public boolean METHOD_1 ( java.lang.Class VAR_1 ) { if ( VAR_1 == null ) return false ; return type . METHOD_2 ( VAR_1 ) ; } 
",-2,-2
9219,"public final TYPE_1 METHOD_1 ( TYPE_2 p ) { int VAR_1 = METHOD_2 ( p ) ; return VAR_1 == ( - 1 ) ? null : METHOD_3 ( VAR_1 ) ; } 
","public final TYPE_1 METHOD_1 ( TYPE_2 p ) { int VAR_1 = METHOD_2 ( p ) ; return VAR_1 == ( - 1 ) ? null : METHOD_3 ( VAR_1 ) ; } 
","public final TYPE_1 METHOD_1 ( TYPE_2 p ) { int id = METHOD_2 ( p ) ; if ( id == ( - 1 ) ) return null ; else return METHOD_3 ( id ) ; } 
","public final TYPE_1 METHOD_1 ( TYPE_2 p ) { int VAR_1 = METHOD_2 ( p ) ; if ( VAR_1 == ( - 1 ) ) return null ; else return METHOD_3 ( id ) ; } 
",-2,-2
34998,"public synchronized void METHOD_1 ( java.lang.Object VAR_1 ) { VAR_2 . add ( VAR_1 ) ; if ( ( VAR_3 ) != null ) VAR_3 . add ( VAR_1 ) ; } 
","public synchronized void METHOD_1 ( java.lang.Object VAR_1 ) { VAR_2 . add ( VAR_1 ) ; if ( ( VAR_3 ) != null ) VAR_3 . add ( VAR_1 ) ; } 
","public synchronized void METHOD_1 ( java.lang.Object VAR_1 ) { VAR_2 . add ( VAR_1 ) ; java.util.Set < java.lang.Object > p = VAR_3 ; if ( p != null ) p . add ( VAR_1 ) ; } 
","public synchronized void METHOD_1 ( java.lang.Object VAR_1 ) { VAR_2 . add ( VAR_1 ) ; java.util.Set < java.lang.Object > p = VAR_3 ; if ( p != null ) VAR_3 . add ( VAR_1 ) ; } 
",-2,-2
20064,"public static final void METHOD_1 ( java.lang.Object ... args ) { for ( java.lang.Object VAR_1 : args ) { if ( null == args ) throw new java.lang.NullPointerException ( ) ; } } 
","public static final void METHOD_1 ( java.lang.Object ... args ) { for ( java.lang.Object VAR_1 : args ) { if ( null == VAR_1 ) throw new java.lang.NullPointerException ( ) ; } } 
","public static final void METHOD_1 ( java.lang.Object ... args ) { for ( java.lang.Object VAR_1 : args ) { if ( null == VAR_1 ) throw new java.lang.NullPointerException ( ) ; } } 
","public static final void METHOD_1 ( java.lang.Object ... args ) { for ( java.lang.Object VAR_1 : args ) { if ( null == VAR_1 ) throw new java.lang.NullPointerException ( ) ; } } 
",-2,-2
948,"public int METHOD_1 ( ) { return size ; } 
","public int METHOD_1 ( ) { return size ; } 
","public int size ( ) { return size ; } 
","public int METHOD_1 ( ) { return size ; } 
",-2,-2
22234,"public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; METHOD_1 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; METHOD_1 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . get ( ( ( VAR_2 . size ( ) ) - 1 ) ) ; METHOD_1 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ( ( VAR_2 . size ( ) ) - 1 ) ) ; METHOD_1 ( VAR_1 ) ; } 
",-2,-2
10184,"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_3 . METHOD_2 ( METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_3 . METHOD_2 ( METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_3 . METHOD_2 ( TYPE_3 . var ( METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ) ) ; } 
","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_3 . METHOD_2 ( TYPE_3 . METHOD_2 ( METHOD_3 ( VAR_1 . METHOD_4 ( ) ) ) ) ; } 
",-2,-2
20501,"public static boolean METHOD_1 ( java.lang.String [ ] a , java.lang.String b ) { for ( java.lang.String c : a ) if ( c . METHOD_2 ( b ) ) return true ; return false ; } 
","public static boolean METHOD_1 ( java.lang.String [ ] a , java.lang.String b ) { for ( java.lang.String c : a ) if ( c . METHOD_2 ( b ) ) return true ; return false ; } 
","public static boolean METHOD_1 ( java.lang.String [ ] a , java.lang.String b ) { for ( java.lang.String c : a ) if ( c . equals ( b ) ) return true ; return false ; } 
","public static boolean METHOD_1 ( java.lang.String [ ] a , java.lang.String b ) { for ( java.lang.String c : a ) if ( c . METHOD_2 ( b ) ) return true ; return false ; } 
",-2,-2
21167,"public static java.lang.String METHOD_1 ( java.lang.String pattern , java.util.Date date ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 ) ; java.lang.String arg = null ; if ( date != null ) { arg = VAR_1 . format ( date ) ; } return arg ; } 
","public static java.lang.String METHOD_1 ( java.lang.String pattern , java.util.Date date ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 ) ; java.lang.String arg = null ; if ( date != null ) { arg = VAR_1 . format ( date ) ; } return arg ; } 
","public static java.lang.String METHOD_1 ( java.lang.String pattern , java.util.Date date ) { TYPE_1 VAR_1 = new TYPE_1 ( pattern ) ; java.lang.String arg = null ; if ( date != null ) { arg = VAR_1 . format ( date ) ; } return arg ; } 
","public static java.lang.String METHOD_1 ( java.lang.String pattern , java.util.Date date ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 ) ; java.lang.String arg = null ; if ( date != null ) { arg = VAR_1 . format ( date ) ; } return arg ; } 
",-2,-2
43199,"public final int METHOD_1 ( ) { VAR_1 . add ( null ) ; return ( VAR_1 . size ( ) ) - 1 ; } 
","public final int METHOD_1 ( ) { VAR_1 . add ( null ) ; return ( VAR_1 . size ( ) ) - 1 ; } 
","int size ( ) { return VAR_1 . size ( ) ; } 
","int METHOD_1 ( ) { return VAR_1 . size ( ) ; } 
",-2,-2
4577,"public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( STRING_2 ) ; VAR_1 . METHOD_1 ( STRING_3 ) ; } 
","public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( STRING_2 ) ; VAR_1 . METHOD_1 ( STRING_3 ) ; } 
","public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( STRING_2 ) ; java.lang.System.out.println ( STRING_3 ) ; } 
","public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( STRING_2 ) ; java.lang.System.out.METHOD_1 ( STRING_3 ) ; } 
",-2,-2
13299,"public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( VAR_3 , VAR_1 ) ; VAR_2 . METHOD_5 ( ) ; METHOD_6 ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( VAR_3 , VAR_1 ) ; VAR_2 . METHOD_5 ( ) ; METHOD_6 ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( VAR_3 , VAR_1 ) ; VAR_2 . commit ( ) ; METHOD_6 ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( VAR_3 , VAR_1 ) ; VAR_2 . METHOD_5 ( ) ; METHOD_6 ( ) ; } 
",-2,-2
40299,"public TYPE_1 METHOD_1 ( java.lang.String ... VAR_1 ) { if ( VAR_1 == null ) { this . VAR_1 = null ; return this ; } return METHOD_1 ( TYPE_2 . METHOD_2 ( VAR_1 ) ) ; } 
","public TYPE_1 METHOD_1 ( java.lang.String ... VAR_1 ) { if ( VAR_1 == null ) { this . VAR_1 = null ; return this ; } return METHOD_1 ( TYPE_2 . METHOD_2 ( VAR_1 ) ) ; } 
","public TYPE_1 METHOD_1 ( java.lang.String ... VAR_1 ) { if ( VAR_1 == null ) { this . VAR_1 = null ; return this ; } return METHOD_1 ( java.util.Arrays.asList ( VAR_1 ) ) ; } 
","public TYPE_1 METHOD_1 ( java.lang.String ... VAR_1 ) { if ( VAR_1 == null ) { this . VAR_1 = null ; return this ; } return METHOD_1 ( java.util.Arrays.METHOD_2 ( VAR_1 ) ) ; } 
",1,1
24529,"public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String message , java.lang.Throwable VAR_2 ) { if ( VAR_2 != null ) { TYPE_1 . i ( VAR_1 , message , VAR_2 ) ; } else { TYPE_1 . i ( VAR_1 , message ) ; } } 
","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String message , java.lang.Throwable VAR_2 ) { if ( VAR_2 != null ) { TYPE_1 . METHOD_1 ( VAR_1 , message , VAR_2 ) ; } else { TYPE_1 . METHOD_1 ( VAR_1 , message ) ; } } 
","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String message , java.lang.Throwable VAR_2 ) { if ( VAR_2 != null ) { TYPE_1 . METHOD_1 ( VAR_1 , message , VAR_2 ) ; } else { TYPE_1 . METHOD_1 ( VAR_1 , message ) ; } } 
","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String message , java.lang.Throwable VAR_2 ) { if ( VAR_2 != null ) { TYPE_1 . METHOD_1 ( VAR_1 , message , VAR_2 ) ; } else { TYPE_1 . METHOD_1 ( VAR_1 , message ) ; } } 
",-2,-2
